[validate_spec] experiment_specs/capture24/paper_final_fold0.yaml: OK
[main] spec=paper_final_fold0.yaml device=cuda:1
[main] exp_group=SPEC_paper_final_fold0_ca8c4cff__G202606031753
[main] seeds=[42]
[Training Process 0] ---- running seed=42 ----
FFNN Using device: cuda:1
FFNN Using device: cuda:1
[Tracker Process 0] SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9
[Tracker Process 0] seed dir: training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42
[Tracker Process 0] metrics:  training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/metrics.csv
[capture24-kfold] 992,430 windows, fold 0/5
[TRAIN] n=4,000  pos=150 (3.8%)  female=1,927  f_pos=60  m_pos=90
[VAL] n=4,000  pos=142 (3.5%)  female=2,276  f_pos=85  m_pos=57
[TEST] n=108,395  pos=3,840 (3.5%)  female=61,677  f_pos=2,300  m_pos=1,540
fold 0 | held_out=[np.int64(17), np.int64(2), np.int64(12), np.int64(13), np.int64(29), np.int64(26), np.int64(22), np.int64(36)] | dim=15
FFNN Using device: cuda:1
FFNN Using device: cuda:1
Beta trains with: 80.0% real, 20.0% synthetic
[alpha Process 0] disadv_group=1 wgl=2.5809 soft_eo=0.2345
[Tracker Process 0] alpha weights → training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/alpha_state_dict.pt
[Tracker Process 0] alpha config  → training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/ffnn_meta.json

============================================================
[FORGE Process 0] Training | episodes=5000
============================================================
[Tracker Process 0] CSV header: 33 columns
[Tracker Process 0] Ep    1 | WGL_reward=0.1052 | F1w=0.6032 | WGL_beta=3.0091 | EO=0.3449
[Tracker Process 0] Ep  784 | WGL_reward=0.9964 | F1w=0.7273 | WGL_beta=1.4537 | EO=0.0390
[Tracker Process 0] Ep  785 | WGL_reward=0.9948 | F1w=0.7104 | WGL_beta=1.5298 | EO=0.0157
[Tracker Process 0] Ep  786 | WGL_reward=0.9941 | F1w=0.6971 | WGL_beta=1.5544 | EO=0.1214
[Tracker Process 0] Ep  787 | WGL_reward=0.9945 | F1w=0.7032 | WGL_beta=1.5412 | EO=0.1096
[Tracker Process 0] Ep  788 | WGL_reward=0.9960 | F1w=0.7178 | WGL_beta=1.4753 | EO=0.0508
[Tracker Process 0] Ep  789 | WGL_reward=0.9862 | F1w=0.6622 | WGL_beta=1.7264 | EO=0.2211
[Tracker Process 0] Ep  790 | WGL_reward=0.9967 | F1w=0.7133 | WGL_beta=1.4408 | EO=0.0568
[Tracker Process 0] Ep  791 | WGL_reward=0.9963 | F1w=0.7032 | WGL_beta=1.4642 | EO=0.0803
[Tracker Process 0] Ep  792 | WGL_reward=0.9982 | F1w=0.7071 | WGL_beta=1.3156 | EO=0.0801
[Tracker Process 0] Ep  793 | WGL_reward=0.9887 | F1w=0.7105 | WGL_beta=1.6859 | EO=0.0978
[Tracker Process 0] Ep  794 | WGL_reward=0.9962 | F1w=0.7032 | WGL_beta=1.4687 | EO=0.1096
[Tracker Process 0] Ep  795 | WGL_reward=0.9966 | F1w=0.7055 | WGL_beta=1.4437 | EO=0.0568
[Tracker Process 0] Ep  796 | WGL_reward=0.9971 | F1w=0.6713 | WGL_beta=1.4136 | EO=0.0745
[Tracker Process 0] Ep  797 | WGL_reward=0.9968 | F1w=0.7110 | WGL_beta=1.4295 | EO=0.0861
[Tracker Process 0] Ep  798 | WGL_reward=0.9977 | F1w=0.7055 | WGL_beta=1.3676 | EO=0.0625
[Tracker Process 0] Ep  799 | WGL_reward=0.9907 | F1w=0.6861 | WGL_beta=1.6476 | EO=0.1567
[Tracker Process 0] Ep  800 | WGL_reward=0.9963 | F1w=0.7145 | WGL_beta=1.4612 | EO=0.0508
[Tracker Process 0] Ep  801 | WGL_reward=0.9958 | F1w=0.7236 | WGL_beta=1.4881 | EO=0.0508
[Tracker Process 0] Ep  802 | WGL_reward=0.9976 | F1w=0.7115 | WGL_beta=1.3768 | EO=0.0743
[Tracker Process 0] Ep  803 | WGL_reward=0.9917 | F1w=0.6985 | WGL_beta=1.6239 | EO=0.1331
[Tracker Process 0] Ep  804 | WGL_reward=0.9902 | F1w=0.6841 | WGL_beta=1.6579 | EO=0.1567
[Tracker Process 0] Ep  805 | WGL_reward=0.9973 | F1w=0.7175 | WGL_beta=1.3991 | EO=0.0625
[Tracker Process 0] Ep  806 | WGL_reward=0.9957 | F1w=0.7145 | WGL_beta=1.4926 | EO=0.0508
[Tracker Process 0] Ep  807 | WGL_reward=0.9941 | F1w=0.7043 | WGL_beta=1.5554 | EO=0.1096
[Tracker Process 0] Ep  808 | WGL_reward=0.9936 | F1w=0.7193 | WGL_beta=1.5714 | EO=0.0489
[Tracker Process 0] Ep  809 | WGL_reward=0.9963 | F1w=0.7115 | WGL_beta=1.4637 | EO=0.0450
[Tracker Process 0] Ep  810 | WGL_reward=0.9959 | F1w=0.7082 | WGL_beta=1.4825 | EO=0.0978
[Tracker Process 0] Ep  811 | WGL_reward=0.9972 | F1w=0.7115 | WGL_beta=1.4026 | EO=0.0743
[Tracker Process 0] Ep  812 | WGL_reward=0.9960 | F1w=0.7117 | WGL_beta=1.4778 | EO=0.0683
[Tracker Process 0] Ep  813 | WGL_reward=0.9962 | F1w=0.7071 | WGL_beta=1.4673 | EO=0.0978
[Tracker Process 0] Ep  814 | WGL_reward=0.9962 | F1w=0.7088 | WGL_beta=1.4665 | EO=0.0861
[Tracker Process 0] Ep  815 | WGL_reward=0.9971 | F1w=0.7265 | WGL_beta=1.4110 | EO=0.0155
[Tracker Process 0] Ep  816 | WGL_reward=0.9982 | F1w=0.7229 | WGL_beta=1.3216 | EO=0.0272
[Tracker Process 0] Ep  817 | WGL_reward=0.9979 | F1w=0.7227 | WGL_beta=1.3527 | EO=0.0390
[Tracker Process 0] Ep  818 | WGL_reward=0.9968 | F1w=0.7028 | WGL_beta=1.4326 | EO=0.0978
[Tracker Process 0] Ep  819 | WGL_reward=0.9933 | F1w=0.7004 | WGL_beta=1.5815 | EO=0.0921
[Tracker Process 0] Ep  820 | WGL_reward=0.9978 | F1w=0.7098 | WGL_beta=1.3559 | EO=0.0625
[Tracker Process 0] Ep  821 | WGL_reward=0.9961 | F1w=0.7082 | WGL_beta=1.4708 | EO=0.0978
[Tracker Process 0] Ep  822 | WGL_reward=0.9936 | F1w=0.7043 | WGL_beta=1.5725 | EO=0.1096
[Tracker Process 0] Ep  823 | WGL_reward=0.9903 | F1w=0.7141 | WGL_beta=1.6547 | EO=0.0547
[Tracker Process 0] Ep  824 | WGL_reward=0.9967 | F1w=0.7010 | WGL_beta=1.4365 | EO=0.1096
[Tracker Process 0] Ep  825 | WGL_reward=0.9977 | F1w=0.7238 | WGL_beta=1.3692 | EO=0.0683
[Tracker Process 0] Ep  826 | WGL_reward=0.9933 | F1w=0.6737 | WGL_beta=1.5807 | EO=0.1449
[Tracker Process 0] Ep  827 | WGL_reward=0.9963 | F1w=0.6950 | WGL_beta=1.4603 | EO=0.1214
[Tracker Process 0] Ep  828 | WGL_reward=0.9946 | F1w=0.7015 | WGL_beta=1.5381 | EO=0.0627
[Tracker Process 0] Ep  829 | WGL_reward=0.9977 | F1w=0.7149 | WGL_beta=1.3658 | EO=0.0683
[Tracker Process 0] Ep  830 | WGL_reward=0.9941 | F1w=0.7130 | WGL_beta=1.5542 | EO=0.0254
[Tracker Process 0] Ep  831 | WGL_reward=0.9970 | F1w=0.7133 | WGL_beta=1.4181 | EO=0.0861
[Tracker Process 0] Ep  832 | WGL_reward=0.9958 | F1w=0.6996 | WGL_beta=1.4855 | EO=0.0978
[Tracker Process 0] Ep  833 | WGL_reward=0.9964 | F1w=0.7160 | WGL_beta=1.4578 | EO=0.0390
[Tracker Process 0] Ep  834 | WGL_reward=0.9978 | F1w=0.7138 | WGL_beta=1.3579 | EO=0.0683
[Tracker Process 0] Ep  835 | WGL_reward=0.9966 | F1w=0.6792 | WGL_beta=1.4477 | EO=0.0980
[Tracker Process 0] Ep  836 | WGL_reward=0.9962 | F1w=0.6919 | WGL_beta=1.4645 | EO=0.0921
[Tracker Process 0] Ep  837 | WGL_reward=0.9970 | F1w=0.7171 | WGL_beta=1.4167 | EO=0.0390
[Tracker Process 0] Ep  838 | WGL_reward=0.9969 | F1w=0.7093 | WGL_beta=1.4245 | EO=0.0743
[Tracker Process 0] Ep  839 | WGL_reward=0.9972 | F1w=0.7160 | WGL_beta=1.4027 | EO=0.0743
[Tracker Process 0] Ep  840 | WGL_reward=0.9960 | F1w=0.7115 | WGL_beta=1.4797 | EO=0.0157
[Tracker Process 0] Ep  841 | WGL_reward=0.9958 | F1w=0.6831 | WGL_beta=1.4853 | EO=0.0921
[Tracker Process 0] Ep  842 | WGL_reward=0.9971 | F1w=0.7093 | WGL_beta=1.4135 | EO=0.0743
[Tracker Process 0] Ep  843 | WGL_reward=0.9968 | F1w=0.7088 | WGL_beta=1.4342 | EO=0.0861
[Tracker Process 0] Ep  844 | WGL_reward=0.9963 | F1w=0.7077 | WGL_beta=1.4595 | EO=0.0861
[Tracker Process 0] Ep  845 | WGL_reward=0.9953 | F1w=0.7175 | WGL_beta=1.5095 | EO=0.0625
[Tracker Process 0] Ep  846 | WGL_reward=0.9973 | F1w=0.7148 | WGL_beta=1.4007 | EO=0.0743
[Tracker Process 0] Ep  847 | WGL_reward=0.9885 | F1w=0.7054 | WGL_beta=1.6906 | EO=0.1249
[Tracker Process 0] Ep  848 | WGL_reward=0.9973 | F1w=0.7060 | WGL_beta=1.3987 | EO=0.0978
[Tracker Process 0] Ep  849 | WGL_reward=0.9951 | F1w=0.7156 | WGL_beta=1.5200 | EO=0.0215
[Tracker Process 0] Ep  850 | WGL_reward=0.9971 | F1w=0.7099 | WGL_beta=1.4108 | EO=0.0861
[Tracker Process 0] Ep  851 | WGL_reward=0.9941 | F1w=0.6961 | WGL_beta=1.5569 | EO=0.0334
[Tracker Process 0] Ep  852 | WGL_reward=0.9968 | F1w=0.7137 | WGL_beta=1.4315 | EO=0.0743
[Tracker Process 0] Ep  853 | WGL_reward=0.9977 | F1w=0.7207 | WGL_beta=1.3705 | EO=0.0272
[Tracker Process 0] Ep  854 | WGL_reward=0.9956 | F1w=0.7252 | WGL_beta=1.4946 | EO=0.0021
[Tracker Process 0] Ep  855 | WGL_reward=0.9972 | F1w=0.7115 | WGL_beta=1.4025 | EO=0.0743
[Tracker Process 0] Ep  856 | WGL_reward=0.9969 | F1w=0.7160 | WGL_beta=1.4239 | EO=0.0743
[Tracker Process 0] Ep  857 | WGL_reward=0.9974 | F1w=0.7049 | WGL_beta=1.3944 | EO=0.0978
[Tracker Process 0] Ep  858 | WGL_reward=0.9951 | F1w=0.6851 | WGL_beta=1.5183 | EO=0.0863
[Tracker Process 0] Ep  859 | WGL_reward=0.9946 | F1w=0.7066 | WGL_beta=1.5394 | EO=0.0861
[Tracker Process 0] Ep  860 | WGL_reward=0.9964 | F1w=0.7082 | WGL_beta=1.4548 | EO=0.0978
[Tracker Process 0] Ep  861 | WGL_reward=0.9972 | F1w=0.7093 | WGL_beta=1.4063 | EO=0.0743
[Tracker Process 0] Ep  862 | WGL_reward=0.9964 | F1w=0.7016 | WGL_beta=1.4536 | EO=0.0196
[Tracker Process 0] Ep  863 | WGL_reward=0.9945 | F1w=0.7028 | WGL_beta=1.5400 | EO=0.0978
[Tracker Process 0] Ep  864 | WGL_reward=0.9964 | F1w=0.7098 | WGL_beta=1.4555 | EO=0.0332
[Tracker Process 0] Ep  865 | WGL_reward=0.9971 | F1w=0.7025 | WGL_beta=1.4159 | EO=0.1212
[Tracker Process 0] Ep  866 | WGL_reward=0.9975 | F1w=0.7186 | WGL_beta=1.3804 | EO=0.0625
[Tracker Process 0] Ep  867 | WGL_reward=0.9894 | F1w=0.6639 | WGL_beta=1.6737 | EO=0.2153
[Tracker Process 0] Ep  868 | WGL_reward=0.9977 | F1w=0.7028 | WGL_beta=1.3689 | EO=0.0978
[Tracker Process 0] Ep  869 | WGL_reward=0.9961 | F1w=0.6741 | WGL_beta=1.4737 | EO=0.0921
[Tracker Process 0] Ep  870 | WGL_reward=0.9968 | F1w=0.7204 | WGL_beta=1.4300 | EO=0.0196
[Tracker Process 0] Ep  871 | WGL_reward=0.9952 | F1w=0.7275 | WGL_beta=1.5123 | EO=0.0272
[Tracker Process 0] Ep  872 | WGL_reward=0.9948 | F1w=0.7133 | WGL_beta=1.5286 | EO=0.0861
[Tracker Process 0] Ep  873 | WGL_reward=0.9972 | F1w=0.7167 | WGL_beta=1.4032 | EO=0.0508
[Tracker Process 0] Ep  874 | WGL_reward=0.9969 | F1w=0.7034 | WGL_beta=1.4271 | EO=0.0275
[Tracker Process 0] Ep  875 | WGL_reward=0.9966 | F1w=0.7032 | WGL_beta=1.4470 | EO=0.1096
[Tracker Process 0] Ep  876 | WGL_reward=0.9960 | F1w=0.7077 | WGL_beta=1.4758 | EO=0.0861
[Tracker Process 0] Ep  877 | WGL_reward=0.9955 | F1w=0.7049 | WGL_beta=1.5013 | EO=0.0978
[Tracker Process 0] Ep  878 | WGL_reward=0.9967 | F1w=0.7010 | WGL_beta=1.4380 | EO=0.0803
[Tracker Process 0] Ep  879 | WGL_reward=0.9977 | F1w=0.7115 | WGL_beta=1.3670 | EO=0.0743
[Tracker Process 0] Ep  880 | WGL_reward=0.9925 | F1w=0.7242 | WGL_beta=1.6044 | EO=0.1311
[Tracker Process 0] Ep  881 | WGL_reward=0.9968 | F1w=0.7121 | WGL_beta=1.4334 | EO=0.0861
[Tracker Process 0] Ep  882 | WGL_reward=0.9956 | F1w=0.7110 | WGL_beta=1.4943 | EO=0.0861
[Tracker Process 0] Ep  883 | WGL_reward=0.9965 | F1w=0.7255 | WGL_beta=1.4485 | EO=0.0037
[Tracker Process 0] Ep  884 | WGL_reward=0.9929 | F1w=0.6929 | WGL_beta=1.5921 | EO=0.1507
[Tracker Process 0] Ep  885 | WGL_reward=0.9976 | F1w=0.7167 | WGL_beta=1.3784 | EO=0.0508
[Tracker Process 0] Ep  886 | WGL_reward=0.9962 | F1w=0.6989 | WGL_beta=1.4662 | EO=0.0510
[Tracker Process 0] Ep  887 | WGL_reward=0.9908 | F1w=0.6921 | WGL_beta=1.6454 | EO=0.1331
[Tracker Process 0] Ep  888 | WGL_reward=0.9968 | F1w=0.7093 | WGL_beta=1.4298 | EO=0.0743
[Tracker Process 0] Ep  889 | WGL_reward=0.9972 | F1w=0.7010 | WGL_beta=1.4085 | EO=0.0803
[Tracker Process 0] Ep  890 | WGL_reward=0.9961 | F1w=0.7055 | WGL_beta=1.4735 | EO=0.0861
[Tracker Process 0] Ep  891 | WGL_reward=0.9973 | F1w=0.7082 | WGL_beta=1.3976 | EO=0.0450
[Tracker Process 0] Ep  892 | WGL_reward=0.9949 | F1w=0.6993 | WGL_beta=1.5258 | EO=0.1214
[Tracker Process 0] Ep  893 | WGL_reward=0.9934 | F1w=0.7049 | WGL_beta=1.5779 | EO=0.0978
[Tracker Process 0] Ep  894 | WGL_reward=0.9979 | F1w=0.7119 | WGL_beta=1.3465 | EO=0.0625
[Tracker Process 0] Ep  895 | WGL_reward=0.9958 | F1w=0.7167 | WGL_beta=1.4852 | EO=0.0508
[Tracker Process 0] Ep  896 | WGL_reward=0.9964 | F1w=0.6982 | WGL_beta=1.4549 | EO=0.1214
[Tracker Process 0] Ep  897 | WGL_reward=0.9966 | F1w=0.6851 | WGL_beta=1.4427 | EO=0.0687
[Tracker Process 0] Ep  898 | WGL_reward=0.9968 | F1w=0.7021 | WGL_beta=1.4317 | EO=0.1096
[Tracker Process 0] Ep  899 | WGL_reward=0.9971 | F1w=0.7137 | WGL_beta=1.4120 | EO=0.0450
[Tracker Process 0] Ep  900 | WGL_reward=0.9934 | F1w=0.7010 | WGL_beta=1.5790 | EO=0.0803
[Tracker Process 0] snapshot ep0900_phase1_class1
[Tracker Process 0] Ep  901 | WGL_reward=0.9970 | F1w=0.7104 | WGL_beta=1.4217 | EO=0.0743
[Tracker Process 0] Ep  902 | WGL_reward=0.9912 | F1w=0.6684 | WGL_beta=1.6353 | EO=0.1802
[Tracker Process 0] Ep  903 | WGL_reward=0.9960 | F1w=0.7088 | WGL_beta=1.4793 | EO=0.1154
[Tracker Process 0] Ep  904 | WGL_reward=0.9975 | F1w=0.7178 | WGL_beta=1.3867 | EO=0.0508
[Tracker Process 0] Ep  905 | WGL_reward=0.9977 | F1w=0.7137 | WGL_beta=1.3623 | EO=0.0743
[Tracker Process 0] Ep  906 | WGL_reward=0.9975 | F1w=0.7142 | WGL_beta=1.3813 | EO=0.0272
[Tracker Process 0] Ep  907 | WGL_reward=0.9950 | F1w=0.6900 | WGL_beta=1.5209 | EO=0.0745
[Tracker Process 0] Ep  908 | WGL_reward=0.9960 | F1w=0.6958 | WGL_beta=1.4781 | EO=0.0803
[Tracker Process 0] Ep  909 | WGL_reward=0.9948 | F1w=0.6822 | WGL_beta=1.5293 | EO=0.0921
[Tracker Process 0] Ep  910 | WGL_reward=0.9953 | F1w=0.6975 | WGL_beta=1.5118 | EO=0.0978
[Tracker Process 0] Ep  911 | WGL_reward=0.9979 | F1w=0.7034 | WGL_beta=1.3511 | EO=0.0568
[Tracker Process 0] Ep  912 | WGL_reward=0.9968 | F1w=0.7077 | WGL_beta=1.4313 | EO=0.0275
[Tracker Process 0] Ep  913 | WGL_reward=0.9957 | F1w=0.7032 | WGL_beta=1.4939 | EO=0.1096
[Tracker Process 0] Ep  914 | WGL_reward=0.9953 | F1w=0.7254 | WGL_beta=1.5115 | EO=0.0138
[Tracker Process 0] Ep  915 | WGL_reward=0.9973 | F1w=0.7040 | WGL_beta=1.3978 | EO=0.0450
[Tracker Process 0] Ep  916 | WGL_reward=0.9954 | F1w=0.7186 | WGL_beta=1.5062 | EO=0.0039
[Tracker Process 0] Ep  917 | WGL_reward=0.9953 | F1w=0.7038 | WGL_beta=1.5119 | EO=0.0978
[Tracker Process 0] Ep  918 | WGL_reward=0.9968 | F1w=0.7115 | WGL_beta=1.4322 | EO=0.0743
[Tracker Process 0] Ep  919 | WGL_reward=0.9978 | F1w=0.7227 | WGL_beta=1.3603 | EO=0.0390
[Tracker Process 0] Ep  920 | WGL_reward=0.9982 | F1w=0.7359 | WGL_beta=1.3118 | EO=0.0080
[Tracker Process 0] Ep  921 | WGL_reward=0.9965 | F1w=0.7077 | WGL_beta=1.4533 | EO=0.0861
[Tracker Process 0] Ep  922 | WGL_reward=0.9836 | F1w=0.6783 | WGL_beta=1.7623 | EO=0.1449
[Tracker Process 0] Ep  923 | WGL_reward=0.9951 | F1w=0.7040 | WGL_beta=1.5194 | EO=0.0157
[Tracker Process 0] Ep  924 | WGL_reward=0.9971 | F1w=0.7104 | WGL_beta=1.4107 | EO=0.0743
[Tracker Process 0] Ep  925 | WGL_reward=0.9985 | F1w=0.7119 | WGL_beta=1.2870 | EO=0.0625
[Tracker Process 0] new best_phase1_class1 (reward.wgl_reward=0.998453)
[Tracker Process 0] best β_phase1_class1 → training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/best_beta_state_dict_phase1_class1.pt
[Tracker Process 0] Ep  926 | WGL_reward=0.9978 | F1w=0.7160 | WGL_beta=1.3615 | EO=0.0390
[Tracker Process 0] Ep  927 | WGL_reward=0.9952 | F1w=0.7034 | WGL_beta=1.5156 | EO=0.0861
[Tracker Process 0] Ep  928 | WGL_reward=0.9972 | F1w=0.7201 | WGL_beta=1.4037 | EO=0.0508
[Tracker Process 0] Ep  929 | WGL_reward=0.9978 | F1w=0.7002 | WGL_beta=1.3578 | EO=0.0861
[Tracker Process 0] Ep  930 | WGL_reward=0.9968 | F1w=0.7050 | WGL_beta=1.4331 | EO=0.0743
[Tracker Process 0] Ep  931 | WGL_reward=0.9962 | F1w=0.7038 | WGL_beta=1.4646 | EO=0.0978
[Tracker Process 0] Ep  932 | WGL_reward=0.9968 | F1w=0.7164 | WGL_beta=1.4306 | EO=0.0332
[Tracker Process 0] Ep  933 | WGL_reward=0.9952 | F1w=0.7043 | WGL_beta=1.5144 | EO=0.0803
[Tracker Process 0] Ep  934 | WGL_reward=0.9957 | F1w=0.6802 | WGL_beta=1.4909 | EO=0.0277
[Tracker Process 0] Ep  935 | WGL_reward=0.9932 | F1w=0.6890 | WGL_beta=1.5830 | EO=0.1331
[Tracker Process 0] Ep  936 | WGL_reward=0.9967 | F1w=0.7266 | WGL_beta=1.4381 | EO=0.0256
[Tracker Process 0] Ep  937 | WGL_reward=0.9974 | F1w=0.7130 | WGL_beta=1.3879 | EO=0.0625
[Tracker Process 0] Ep  938 | WGL_reward=0.9897 | F1w=0.7110 | WGL_beta=1.6682 | EO=0.0861
[Tracker Process 0] Ep  939 | WGL_reward=0.9947 | F1w=0.7021 | WGL_beta=1.5350 | EO=0.0803
[Tracker Process 0] Ep  940 | WGL_reward=0.9961 | F1w=0.7099 | WGL_beta=1.4732 | EO=0.0861
[Tracker Process 0] Ep  941 | WGL_reward=0.9921 | F1w=0.7071 | WGL_beta=1.6133 | EO=0.0978
[Tracker Process 0] Ep  942 | WGL_reward=0.9934 | F1w=0.7131 | WGL_beta=1.5777 | EO=0.1193
[Tracker Process 0] Ep  943 | WGL_reward=0.9964 | F1w=0.7066 | WGL_beta=1.4539 | EO=0.0861
[Tracker Process 0] Ep  944 | WGL_reward=0.9977 | F1w=0.7167 | WGL_beta=1.3645 | EO=0.0508
[Tracker Process 0] Ep  945 | WGL_reward=0.9959 | F1w=0.7248 | WGL_beta=1.4817 | EO=0.0078
[Tracker Process 0] Ep  946 | WGL_reward=0.9937 | F1w=0.7060 | WGL_beta=1.5694 | EO=0.0978
[Tracker Process 0] Ep  947 | WGL_reward=0.9928 | F1w=0.7115 | WGL_beta=1.5962 | EO=0.0429
[Tracker Process 0] Ep  948 | WGL_reward=0.9980 | F1w=0.7087 | WGL_beta=1.3377 | EO=0.0625
[Tracker Process 0] Ep  949 | WGL_reward=0.9969 | F1w=0.7263 | WGL_beta=1.4237 | EO=0.0272
[Tracker Process 0] Ep  950 | WGL_reward=0.9962 | F1w=0.7288 | WGL_beta=1.4687 | EO=0.0155
[Tracker Process 0] Ep  951 | WGL_reward=0.9965 | F1w=0.7110 | WGL_beta=1.4498 | EO=0.0861
[Tracker Process 0] Ep  952 | WGL_reward=0.9968 | F1w=0.7099 | WGL_beta=1.4339 | EO=0.0568
[Tracker Process 0] Ep  953 | WGL_reward=0.9981 | F1w=0.7098 | WGL_beta=1.3254 | EO=0.0625
[Tracker Process 0] Ep  954 | WGL_reward=0.9977 | F1w=0.7145 | WGL_beta=1.3647 | EO=0.0508
[Tracker Process 0] Ep  955 | WGL_reward=0.9963 | F1w=0.7204 | WGL_beta=1.4596 | EO=0.0683
[Tracker Process 0] Ep  956 | WGL_reward=0.9898 | F1w=0.7204 | WGL_beta=1.6662 | EO=0.1075
[Tracker Process 0] Ep  957 | WGL_reward=0.9973 | F1w=0.7088 | WGL_beta=1.3990 | EO=0.0861
[Tracker Process 0] Ep  958 | WGL_reward=0.9977 | F1w=0.7040 | WGL_beta=1.3690 | EO=0.0743
[Tracker Process 0] Ep  959 | WGL_reward=0.9974 | F1w=0.7000 | WGL_beta=1.3941 | EO=0.0510
[Tracker Process 0] Ep  960 | WGL_reward=0.9946 | F1w=0.7224 | WGL_beta=1.5379 | EO=0.0078
[Tracker Process 0] Ep  961 | WGL_reward=0.9959 | F1w=0.6952 | WGL_beta=1.4840 | EO=0.1154
[Tracker Process 0] Ep  962 | WGL_reward=0.9939 | F1w=0.6861 | WGL_beta=1.5608 | EO=0.1449
[Tracker Process 0] Ep  963 | WGL_reward=0.9974 | F1w=0.7094 | WGL_beta=1.3889 | EO=0.0978
[Tracker Process 0] Ep  964 | WGL_reward=0.9958 | F1w=0.7148 | WGL_beta=1.4849 | EO=0.0743
[Tracker Process 0] Ep  965 | WGL_reward=0.9984 | F1w=0.7152 | WGL_beta=1.2899 | EO=0.0272
[Tracker Process 0] Ep  966 | WGL_reward=0.9975 | F1w=0.7252 | WGL_beta=1.3797 | EO=0.0272
[Tracker Process 0] Ep  967 | WGL_reward=0.9968 | F1w=0.7359 | WGL_beta=1.4346 | EO=0.0080
[Tracker Process 0] Ep  968 | WGL_reward=0.9953 | F1w=0.7098 | WGL_beta=1.5117 | EO=0.0625
[Tracker Process 0] Ep  969 | WGL_reward=0.9923 | F1w=0.6958 | WGL_beta=1.6101 | EO=0.1096
[Tracker Process 0] Ep  970 | WGL_reward=0.9982 | F1w=0.6831 | WGL_beta=1.3214 | EO=0.0921
[Tracker Process 0] Ep  971 | WGL_reward=0.9880 | F1w=0.6812 | WGL_beta=1.6979 | EO=0.1331
[Tracker Process 0] Ep  972 | WGL_reward=0.9961 | F1w=0.7175 | WGL_beta=1.4698 | EO=0.0254
[Tracker Process 0] Ep  973 | WGL_reward=0.9954 | F1w=0.7099 | WGL_beta=1.5035 | EO=0.0861
[Tracker Process 0] Ep  974 | WGL_reward=0.9887 | F1w=0.7028 | WGL_beta=1.6873 | EO=0.0978
[Tracker Process 0] Ep  975 | WGL_reward=0.9967 | F1w=0.7017 | WGL_beta=1.4373 | EO=0.0392
[Tracker Process 0] Ep  976 | WGL_reward=0.9972 | F1w=0.7164 | WGL_beta=1.4080 | EO=0.0625
[Tracker Process 0] Ep  977 | WGL_reward=0.9966 | F1w=0.7029 | WGL_beta=1.4429 | EO=0.0157
[Tracker Process 0] Ep  978 | WGL_reward=0.9979 | F1w=0.7163 | WGL_beta=1.3524 | EO=0.0272
[Tracker Process 0] Ep  979 | WGL_reward=0.9967 | F1w=0.7055 | WGL_beta=1.4370 | EO=0.0568
[Tracker Process 0] Ep  980 | WGL_reward=0.9979 | F1w=0.7163 | WGL_beta=1.3448 | EO=0.0272
[Tracker Process 0] Ep  981 | WGL_reward=0.9949 | F1w=0.7175 | WGL_beta=1.5276 | EO=0.0547
[Tracker Process 0] Ep  982 | WGL_reward=0.9978 | F1w=0.7171 | WGL_beta=1.3596 | EO=0.0390
[Tracker Process 0] Ep  983 | WGL_reward=0.9973 | F1w=0.7066 | WGL_beta=1.3980 | EO=0.0861
[Tracker Process 0] Ep  984 | WGL_reward=0.9977 | F1w=0.6962 | WGL_beta=1.3655 | EO=0.0861
[Tracker Process 0] Ep  985 | WGL_reward=0.9975 | F1w=0.7193 | WGL_beta=1.3844 | EO=0.0390
[Tracker Process 0] Ep  986 | WGL_reward=0.9973 | F1w=0.7233 | WGL_beta=1.3985 | EO=0.0037
[Tracker Process 0] Ep  987 | WGL_reward=0.9973 | F1w=0.6651 | WGL_beta=1.4020 | EO=0.1156
[Tracker Process 0] Ep  988 | WGL_reward=0.9979 | F1w=0.6972 | WGL_beta=1.3495 | EO=0.0861
[Tracker Process 0] Ep  989 | WGL_reward=0.9984 | F1w=0.6751 | WGL_beta=1.2919 | EO=0.1096
[Tracker Process 0] Ep  990 | WGL_reward=0.9991 | F1w=0.6950 | WGL_beta=1.1842 | EO=0.0916
[Tracker Process 0] new best_phase1_class1 (reward.wgl_reward=0.999074)
